cell_id,lever,notes,day_-2_pnl,day_-1_pnl,day_0_pnl,mean_pnl,min_pnl,max_pnl,std_pnl,total_maker_fills,total_taker_fills,local_total_pnl_3day,expected_official_pnl_per_day,avg_markout_1,avg_markout_5,avg_markout_20
D7_weighted_as_g2e-6,D7,weighted_mid FV + AS quote formula (gamma=2e-6),2757.00,3740.00,3336.00,3277.67,2757.00,3740.00,403.42,10,705,9833.00,1588.98,1.932,1.851,1.835
